"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"NEPSE","2021-11-21","2771.76","2780.04","2749.83","2757.53","-0.42","4357309319.33"
"NEPSE","2021-11-18","2806.13","2810.64","2760.2","2769.13","-1.16","6271867229.84"
"NEPSE","2021-11-17","2795.19","2825.98","2795.19","2801.52","0.61","7379446819.65"
"NEPSE","2021-11-16","2720.59","2784.63","2716","2784.58","2.55","5521650856.75"
"NEPSE","2021-11-15","2688.06","2728.91","2685.67","2715.35","0.98","4734651443.84"
"NEPSE","2021-11-14","2694.05","2704.47","2667.34","2688.92","-0.05","4096219525.4"
"NEPSE","2021-11-11","2750.03","2750.28","2687.68","2690.29","-2.17","5119602539.69"
"NEPSE","2021-11-09","2831","2833.05","2730.21","2749.86","-2.82","6527729547.47"
"NEPSE","2021-11-08","2854.38","2863.8","2821.64","2829.65","-0.86","4420719103.13"
"NEPSE","2021-11-03","2858.74","2878.2","2837.59","2848.84","-0.01","6553059152.26"
"NEPSE","2021-11-02","2824.83","2845.89","2789.2","2843.62","0.73","6073716888.38"
"NEPSE","2021-11-01","2852.32","2866.44","2804.31","2819.87","-0.87","7777510777.74"
"NEPSE","2021-10-31","2785.95","2838.09","2775.54","2837.62","1.82","7823226492.71"
"NEPSE","2021-10-28","2768.88","2783.77","2746.23","2782.17","0.29","5395268627.81"
"NEPSE","2021-10-27","2753.4","2806.71","2716.99","2769.13","0.56","6612648839.92"
"NEPSE","2021-10-26","2678.86","2751.41","2678.01","2751.07","2.79","6318340931.64"
"NEPSE","2021-10-25","2588.75","2672.25","2588.24","2672.25","3.29","4308895574.87"
"NEPSE","2021-10-24","2557","2587.85","2545.5","2584.53","1.06","2773420134.9"
"NEPSE","2021-10-21","2573.05","2585.79","2542.65","2556.96","-0.70","2635390459.84"
"NEPSE","2021-10-20","2522.2","2590.89","2522","2571.66","2.22","2679028155.23"
"NEPSE","2021-10-19","2588.24","2588.37","2481.85","2510.73","-2.99","3777793666.35"
"NEPSE","2021-10-18","2656.04","2656.04","2582.26","2587.45","-2.73","2966899790.82"
"NEPSE","2021-10-17","2644.42","2670.34","2616.4","2656.97","0.67","1497375370.87"
"NEPSE","2021-10-11","2667.59","2670.34","2616.4","2639.38","-0.77","3639468092.85"
"NEPSE","2021-10-10","2687.19","2720.36","2654.35","2662.58","-0.81","4498043580.96"
"NEPSE","2021-10-06","2614.74","2681.39","2614.52","2681.11","2.47","4500658141.61"
"NEPSE","2021-10-05","2569.79","2620.32","2569.78","2612.65","1.43","2996819683.01"
"NEPSE","2021-10-04","2577.36","2596.67","2542.09","2570.81","-0.47","3627799935.4"
"NEPSE","2021-10-03","2637.36","2640.84","2572.96","2577.5","-2.23","4113814245.94"
"NEPSE","2021-09-30","2667.45","2687.59","2629.95","2633.42","-1.33","3700029507.49"
"NEPSE","2021-09-29","2616.78","2666.19","2578.76","2665.94","1.82","5028555092.03"
"NEPSE","2021-09-28","2683.6","2695.35","2602.19","2615.4","-2.92","5745488178.57"
"NEPSE","2021-09-27","2762.6","2769.79","2678.14","2685.42","-2.79","5120973095.93"
"NEPSE","2021-09-26","2836.36","2846.29","2756.33","2758.48","-2.20","6500117780.43"
"NEPSE","2021-09-23","2833.52","2883.13","2804.16","2819.66","0.10","7726371029.49"
"NEPSE","2021-09-22","2719.91","2819.03","2719.89","2816.95","3.82","6179300157.62"
"NEPSE","2021-09-21","2693.42","2766.45","2613.87","2712.07","0.37","7364798651.77"
"NEPSE","2021-09-20","2817.98","2821.13","2696.81","2698.25","-4.05","8493401009.27"
"NEPSE","2021-09-16","2889.21","2889.21","2795.24","2812.39","-2.81","9033900623.09"
"NEPSE","2021-09-15","2933.23","2936.89","2881.53","2889.03","-1.44","5358097250.54"
"NEPSE","2021-09-14","2950.37","2964.54","2915.62","2929.29","-0.73","5195295443.22"
"NEPSE","2021-09-13","2962.81","2984.31","2939.79","2947.7","-0.01","9290554155.32"
"NEPSE","2021-09-12","2887.5","2947.5","2887.47","2947.42","2.44","9440035243.87"
"NEPSE","2021-09-09","2880.55","2912.38","2865.96","2875.98","0.02","7050770070.49"
"NEPSE","2021-09-08","2940.91","2940.91","2873.64","2876.59","-2.09","6646623426.91"
"NEPSE","2021-09-07","2999.62","3004.23","2912.99","2936.61","-1.52","7495812161.43"
"NEPSE","2021-09-06","2816.93","2981.27","2804.53","2980.79","5.73","9826222806.9"
"NEPSE","2021-09-05","2928.8","2929.32","2779.03","2818.73","-3.77","11240391044.63"
"NEPSE","2021-09-02","2976.18","2994.35","2915.98","2926.74","-1.66","9505970822.34"
"NEPSE","2021-09-01","2977.29","3019.69","2961","2977.02","0.71","9351799654.65"
"NEPSE","2021-08-31","3047.26","3047.59","2969.75","2975.84","0.00","13259696107.21"
"NEPSE","2021-08-29","3105.75","3116.82","3038.78","3044.87","-1.56","15483687944.5"
"NEPSE","2021-08-26","3085.04","3108.06","3069.72","3094.05","0.48","13421974791.5"
"NEPSE","2021-08-25","3126.02","3126.02","3068.04","3076.45","-1.76","12092103503.5"
"NEPSE","2021-08-24","3186.47","3188.57","3121.68","3125.01","-1.78","16124468059.5"
"NEPSE","2021-08-19","3208.5308","3227.11","3178.25","3180.86","-0.56","20499210766.5"
"NEPSE","2021-08-18","3172.3","3220.86","3153.42","3198.19","0.99","21313489269"
"NEPSE","2021-08-17","3165.69","3177.14","3154.76","3160.32","-0.12","18204939237"
"NEPSE","2021-08-16","3165.09","3171.2","3136.47","3160.09","-0.17","15930897937.5"
"NEPSE","2021-08-15","3170.6536","3187.48","3104.86","3154.34","-0.77","21647600654.5"
"NEPSE","2021-08-12","3172.75","3189.66","3166.68","3178.91","0.43","17513276115.01"
"NEPSE","2021-08-11","3172.54","3198.26","3158.17","3162.41","-0.06","15455941753.79"
"NEPSE","2021-08-10","3120.3","3164.61","3114.06","3161.56","1.63","17846147278.6"
"NEPSE","2021-08-09","3113.95","3122.56","3098.6","3109.6","-0.02","14137338880.86"
"NEPSE","2021-08-08","3117.03","3121.43","3099.07","3108.13","-0.05","14308136886.78"
"NEPSE","2021-08-05","3130.54","3138.61","3101.79","3107.45","-0.50","14316249964.69"
"NEPSE","2021-08-04","3126.99","3140.38","3120.78","3123.15","0.32","15595794271.04"
"NEPSE","2021-08-03","3094.24","3111.16","3091.92","3111.09","0.00","11529217774.66"
"NEPSE","2021-08-02","3087.91","3101.3","3079.04","3085.07","0.13","10983682606.43"
"NEPSE","2021-08-01","3088.45","3099.13","3075.54","3081.07","0.03","12103871861.91"
"NEPSE","2021-07-29","3103.53","3107.91","3076.39","3079.82","-0.56","10905830064.17"
"NEPSE","2021-07-28","3088.45","3113.59","3075.93","3094.95","0.18","13291954535.44"
"NEPSE","2021-07-27","3030.5073","3085.8054","2999.2","3076.3728","0.89","349011988.5"
"NEPSE","2021-07-26","3072.93","3076.13","3041.81","3050.43","-0.36","14139785431.16"
"NEPSE","2021-07-25","3017.56","3058.85","3017.51","3058.64","1.81","14232417472.15"
"NEPSE","2021-07-22","2990.9","3018.76","2987.29","3004.33","0.63","11114121615.71"
"NEPSE","2021-07-20","3005.43","3005.73","2974.66","2985.57","-0.35","7897594269.05"
"NEPSE","2021-07-19","3003.47","3032.84","2981.92","2994.42","0.33","11813754606.6"
"NEPSE","2021-07-18","2892.47","2980.61","2892.31","2980.61","3.26","11638126492.62"
"NEPSE","2021-07-15","2885.4","2890.34","2876.85","2883.38","0.24","8143614302.19"
"NEPSE","2021-07-14","2882.07","2883.25","2857.63","2872.05","0.04","5654576205.11"
"NEPSE","2021-07-13","2867.16","2884.75","2846.78","2871.03","0.57","5546356224.1"
"NEPSE","2021-07-12","2915.58","2930.41","2842.3","2854.84","-1.55","9980026526.96"
"NEPSE","2021-07-11","2845.43","2900.18","2845.15","2899.82","2.58","8061382496.39"
"NEPSE","2021-07-08","2815.29","2832.73","2793.23","2825.11","0.86","4815520294.15"
"NEPSE","2021-07-07","2815.49","2826.41","2793.9","2801.13","-0.60","4585861976.21"
"NEPSE","2021-07-06","2829.98","2835.31","2812.96","2818.11","-0.19","4224018255.09"
"NEPSE","2021-07-05","2845.5051","2847.4319","2814.3337","2822.74","-0.42","4582212578.61"
"NEPSE","2021-07-04","2852.24","2857.83","2831.95","2834.52","-0.30","5053538256.95"
"NEPSE","2021-07-01","2833.5571","2867.2519","2831.1066","2843","0.68","6707775484.14"
"NEPSE","2021-06-30","2835.67","2844.19","2782.01","2823.88","-1.00","5838551435.49"
"NEPSE","2021-06-29","2880.34","2890.16","2823.21","2828","-1.65","6726361869.27"
"NEPSE","2021-06-28","2898.42","2901.99","2861.55","2871.6969","0.15","7725594965.5"
"NEPSE","2021-06-27","2856.05","2883.02","2834.42","2870.18","0.96","7167432728"
"NEPSE","2021-06-24","2871.66","2873.76","2833.06","2843","-0.58","7033603739.5"
"NEPSE","2021-06-23","2939.05","2940.03","2856.84","2859.96","-1.87","8362671680.5"
"NEPSE","2021-06-22","2844.7","2914.43","2824.04","2913.84","2.79","10286269957"
"NEPSE","2021-06-21","2924.07","2924.48","2828.62","2834.41","-2.45","11619035673.5"
"NEPSE","2021-06-20","2975.25","2980.27","2880.57","2905.32","-2.20","11819428288.5"
"NEPSE","2021-06-17","2982.97","2990.01","2944.89","2968.42","-0.11","10904958935"
"NEPSE","2021-06-16","2989.55","3031.73","2943.3","2969.72","-1.86","15484479318.5"
"NEPSE","2021-06-15","3061.81","3064.07","3012.95","3022.11","-0.22","16528749738.5"
"NEPSE","2021-06-14","3009.46","3051.02","3009.15","3025.83","1.39","18884031518.5"
"NEPSE","2021-06-13","2965.77","2984.24","2957.13","2983.11","1.23","19550166636"
"NEPSE","2021-06-10","2968.09","2971.89","2925.74","2944.78","-0.07","16100412435.5"
"NEPSE","2021-06-09","2995.08","3005.9","2933.62","2946.58","-0.52","16997092703.41"
"NEPSE","2021-06-08","2931.18","2960.29","2925.49","2960.14","1.84","16951320640"
"NEPSE","2021-06-07","2928.09","2933.54","2892.23","2906.7","-0.00","15818659062.5"
"NEPSE","2021-06-06","2884.07","2920.21","2880.47","2906.91","1.72","17271787524.5"
"NEPSE","2021-06-03","2833.84","2876.11","2833.63","2856.77","1.00","16907020286"
"NEPSE","2021-06-02","2793.22","2827.29","2770.83","2827.13","1.86","11351815356"
"NEPSE","2021-06-01","2790.72","2799.85","2751.65","2771.15","-0.51","8598160117"
"NEPSE","2021-05-31","2842.28","2851.18","2781","2782.86","0.32","13604619431.2"
"NEPSE","2021-05-30","2836.11","2854.8","2814.72","2827.93","0.42","17028432244.91"
"NEPSE","2021-05-27","2784.59","2836.06","2760.86","2815.4","-0.01","14768808492.24"
"NEPSE","2021-05-25","2828.07","2836.24","2803.72","2816.6","-0.26","11133398107.56"
"NEPSE","2021-05-24","2840.21","2850.73","2807.33","2823.05","0.02","13175353187.83"
"NEPSE","2021-05-23","2768.87","2820.6","2737.43","2820","0.96","11695034728.26"
"NEPSE","2021-05-20","2807.53","2807.53","2775.89","2787.19","0.24","9305222003.6"
"NEPSE","2021-05-19","2816.26","2822.23","2769.2","2780.81","-0.62","11958097410.72"
"NEPSE","2021-05-18","2784.6","2794.96","2766.71","2793.81","1.24","11359360091.96"
"NEPSE","2021-05-17","2748.83","2771.22","2747.82","2759.22","0.73","9576361139.17"
"NEPSE","2021-05-16","2693.91","2738.59","2693.91","2738.3","2.02","10403879000.34"
"NEPSE","2021-05-13","2701.92","2702.74","2679.03","2684.01","0.37","7126885280.36"
"NEPSE","2021-05-12","2685.41","2688.75","2664.04","2673.88","-0.07","5326052801.48"
"NEPSE","2021-05-11","2647.48","2680.91","2645.77","2673.32","0.98","5810673070.66"
"NEPSE","2021-05-10","2613.18","2647.07","2607.78","2645.85","1.02","4203832788.74"
"NEPSE","2021-05-09","2652.58","2652.6","2613.32","2618.63","-0.72","6148966772.34"
"NEPSE","2021-05-06","2657.2","2659.09","2626.08","2637.13","-0.47","6810091452.53"
"NEPSE","2021-05-05","2675.95","2676.57","2648.52","2649.6","-0.19","6216814313.04"
"NEPSE","2021-05-04","2652.27","2663.64","2640.54","2654.03","0.07","5894773562"
"NEPSE","2021-05-03","2676.46","2694","2645.71","2652.58","-0.46","7529290146"
"NEPSE","2021-05-02","2627.82","2665.11","2610.81","2665.11","2.07","7360800500.33"
"NEPSE","2021-04-29","2601.21","2612.29","2582.35","2611.11","1.00","4357019248.68"
"NEPSE","2021-04-28","2606.56","2622.66","2563.95","2585.28","-0.53","3990431235.93"
"NEPSE","2021-04-27","2506.52","2599.37","2504.23","2599.08","0.00","5109096957.06"
"NEPSE","2021-04-26","2571.5","2579.41","2500.74","2506.62","0.00","6590928202.41"
"NEPSE","2021-04-25","2664.7","2665.56","2563.78","2572.21","0.00","7284194901.09"
"NEPSE","2021-04-22","2647.11","2651.53","2609.02","2648.01","0.00","5915139887.96"
"NEPSE","2021-04-21","2674.82","2675.41","2624.7","2632.21","0.00","5772251202.75"
"NEPSE","2021-04-20","2673.24","2684.77","2645.56","2664.62","0.00","5538617640.49"
"NEPSE","2021-04-19","2716.24","2716.87","2656.58","2661.94","0.00","6766801223.82"
"NEPSE","2021-04-18","2759.9","2760.02","2696.3","2699.51","0.00","8801803214.97"
"NEPSE","2021-04-15","2735.4","2755.3","2731.82","2735.4","0.00","8636668659.43"
"NEPSE","2021-04-13","2698.07","2715.53","2688.18","2714.79","0.00","7143151000.27"
"NEPSE","2021-04-12","2674.5","2694.38","2671.74","2691.56","0.00","7610828049.72"
"NEPSE","2021-04-08","2690.28","2690.28","2672.24","2674.36","0.00","6556616679.95"
"NEPSE","2021-04-07","2694.54","2694.98","2667.91","2671.62","0.00","7266972569.76"
"NEPSE","2021-04-06","2678.96","2678.96","2641.8","2674.47","0.00","7477795737.92"
"NEPSE","2021-04-05","2679.39","2682.27","2639.67","2658.75","0.00","7296760155.82"
"NEPSE","2021-04-04","2658.31","2658.73","2646.05","2657.61","0.00","9006858557.96"
"NEPSE","2021-04-01","2645.5","2645.5","2615.26","2631.9","0.00","7250924123.6"
"NEPSE","2021-03-31","2596.66","2619.15","2592.8","2619.03","0.00","6166900815.53"
"NEPSE","2021-03-30","2545.54","2576.33","2544.96","2575.67","0.00","6185679497.56"
"NEPSE","2021-03-29","2558.23","2562.6","2537.67","2543.52","0.00","4410345029.57"
"NEPSE","2021-03-25","2584.79","2595.88","2543.56","2548.97","0.00","6500806040.03"
"NEPSE","2021-03-24","2549.55","2570.67","2546.05","2570.31","0.00","6674423940.6"
"NEPSE","2021-03-23","2524.43","2531.46","2495.97","2528.96","0.00","5141897169.2"
"NEPSE","2021-03-22","2562.37","2568.36","2509.21","2514.4","0.00","5351337289.75"
"NEPSE","2021-03-21","2494.48","2538.47","2492.27","2538.47","0.00","5919824569.16"
"NEPSE","2021-03-18","2448.72","2476.61","2441.17","2475.09","0.00","4661792186.86"
"NEPSE","2021-03-17","2399.21","2432.4","2390.05","2432.15","0.00","3374552177.73"
"NEPSE","2021-03-16","2400.05","2417.47","2369.52","2391.75","0.00","3375699339.03"
"NEPSE","2021-03-15","2418.51","2432.95","2379.78","2389.19","0.00","4248424066.1"
"NEPSE","2021-03-14","2466.27","2469.43","2397.3","2407.26","0.00","4952722195.34"
"NEPSE","2021-03-10","2476.93","2479.63","2446.09","2458.49","0.00","4100406336.64"
"NEPSE","2021-03-09","2494.05","2494.41","2453.38","2461.88","0.00","4752708147"
"NEPSE","2021-03-07","2519.97","2527.09","2473.08","2485.1","0.00","5005466480.04"
"NEPSE","2021-03-04","2425.2","2507.09","2422.5","2506.68","0.00","6058104316.76"
"NEPSE","2021-03-03","2449.23","2453.67","2391.14","2416.01","0.00","6254809441.78"
"NEPSE","2021-03-02","2523.45","2529.64","2437.25","2455.33","0.00","6119638669"
"NEPSE","2021-03-01","2488.33","2524.4","2442.6","2515.03","0.00","5692316831"
"NEPSE","2021-02-28","2557.79","2559.43","2474.39","2474.39","0.00","8355289814"
"NEPSE","2021-02-25","2622.7","2622.77","2547.84","2554.13","0.00","6098188414"
"NEPSE","2021-02-24","2600.32","2620.45","2498.58","2599.07","0.00","6701872439"
"NEPSE","2021-02-23","2627.33","2627.33","2519.41","2586.51","0.00","8561539426"
"NEPSE","2021-02-22","2665.86","2676.16","2603.05","2607.67","--","8406310671"
"NEPSE","2021-02-21","2667.27","2667.59","2619.58","2640.34","0.00","8834603967"
"NEPSE","2021-02-18","2634.47","2642.47","2619.17","2636.68","0.00","8762146785"
"NEPSE","2021-02-17","2619.8","2623.64","2596.19","2611.45","0.00","8035510844"
"NEPSE","2021-02-16","2615.36","2631.37","2584.14","2601.51","0.00","10035454955"
"NEPSE","2021-02-15","2517.46","2586.01","2538.22","2586.01","0.00","10384197669"
"NEPSE","2021-02-14","2536.47","2536.47","2482.24","2493.59","0.00","6927668931"
"NEPSE","2021-02-11","2552.33","2565.13","2524.81","2526.92","0.00","8411732003"
"NEPSE","2021-02-10","2544.8","2547.76","2511.03","2543.03","0.00","7649411398"
"NEPSE","2021-02-09","2562.43","2585.15","2524.44","2532.46","0.00","8146269193"
"NEPSE","2021-02-08","2553.78","2563.29","2538.83","2561.47","0.00","10619163869"
"NEPSE","2021-02-07","2486.79","2524","2486.79","2524","0.00","10441951304"
"NEPSE","2021-02-04","2479.6","2481.59","2443.68","2475.26","0.00","7615071093"
"NEPSE","2021-02-03","2490.53","2519.85","2457.99","2466.92","0.00","9531716496"
"NEPSE","2021-02-02","2434.48","2473.73","2429.9","2473.73","0.00","8593472987"
"NEPSE","2021-02-01","2372.04","2413.18","2372.04","2408.24","0.00","6972936529"
"NEPSE","2021-01-31","2425.53","2425.53","2366.46","2370.54","0.00","8973206450"
"NEPSE","2021-01-28","2460.83","2460.83","2420.64","2425.29","0.00","9898456128"
"NEPSE","2021-01-27","2433.74","2449.42","2416.62","2441.85","0.00","8006238770"
"NEPSE","2021-01-26","2461.42","2462.28","2419.89","2423.09","0.00","8279701077"
"NEPSE","2021-01-25","2447.01","2456.22","2408.87","2440.87","0.00","8903538731"
"NEPSE","2021-01-24","2396.74","2429.11","2396.74","2424.84","0.00","9376053220"
"NEPSE","2021-01-21","2372.86","2376.13","2354.7","2374.64","0.00","7798528433"
"NEPSE","2021-01-20","2361.52","2362.99","2322.72","2342.76","0.00","6210966026"
"NEPSE","2021-01-19","2361.99","2362.86","2304.98","2326.9","0.00","7467439848"
"NEPSE","2021-01-18","2333.87","2340.57","2319.58","2332.31","0.00","6314664167"
"NEPSE","2021-01-17","2299.33","2316.8","2297.5","2315","0.00","6374267782"
"NEPSE","2021-01-13","2279.04","2296.17","2277.26","2286.54","0.00","5914389261"
"NEPSE","2021-01-12","2243.16","2267.73","2233.61","2267.73","0.00","4982391897"
"NEPSE","2021-01-11","2264.27","2266.44","2229.13","2239.42","0.00","5524832993"
"NEPSE","2021-01-10","2201.38","2238.24","2201.38","2235.72","0.00","6326646806"
"NEPSE","2021-01-07","2181.27","2204.97","2179.09","2194.48","0.00","5874708279"
"NEPSE","2021-01-06","2170.82","2185.2","2170.31","2178.57","0.00","4425472339"
"NEPSE","2021-01-05","2167.82","2182.39","2149.74","2165.49","0.00","4566381178"
"NEPSE","2021-01-04","2207.05","2216.44","2154","2169.04","0.00","5961733122"
"NEPSE","2021-01-03","2104.85","2175.39","2104.85","2175.39","0.00","6344017889"
"NEPSE","2020-12-31","2079.37","2112.59","2073.8","2087.27","0.00","5703469837"
"NEPSE","2020-12-30","2023.59","2062.06","2023.4","2062.06","0.00","4446222579"
"NEPSE","2020-12-29","2016.26","2031.47","2009.38","2012.89","0.00","4092227802"
"NEPSE","2020-12-28","1998.81","2013.51","1981.5","2007.29","0.00","3850320045"
"NEPSE","2020-12-27","2047.12","2047.19","1994.8","1998.65","0.00","4623452312"
"NEPSE","2020-12-24","2091.59","2091.59","2025.65","2038.63","0.00","5369046322"
"NEPSE","2020-12-23","2094.27","2127.22","2063.13","2068.45","0.00","6862445215"
"NEPSE","2020-12-22","1987.47","2061.41","1987.47","2061.41","0.00","6740744432"
"NEPSE","2020-12-21","1919.05","1977.42","1874.07","1965.96","0.00","6698874354"
"NEPSE","2020-12-20","2046.57","2046.57","1935.4","1935.63","0.00","8612857317"
"NEPSE","2020-12-17","2058.72","2059.8","2025.19","2032.51","0.00","6769890815"
"NEPSE","2020-12-16","2097.2","2097.2","2041.85","2055.22","0.00","5144675578"
"NEPSE","2020-12-15","2085.56","2100.96","2050.9","2061.41","0.00","6069331687"
"NEPSE","2020-12-14","2022.72","2069.06","2022.72","2067.17","0.00","7204136923"
"NEPSE","2020-12-13","1973.75","2010.45","1967.44","2010.45","0.00","4899484131"
"NEPSE","2020-12-10","1954.6","1974.12","1938.92","1964.02","0.00","4146321050"
"NEPSE","2020-12-09","2006.4","2009.81","1948.98","1955.75","0.00","4745649292"
"NEPSE","2020-12-08","2033.97","2047.35","1982.07","1995.35","0.00","5719436384"
"NEPSE","2020-12-07","1929.46","2004.39","1914.42","2004.39","0.00","6667956831"
"NEPSE","2020-12-06","2051.51","2051.51","1932.11","1932.11","0.00","7209180213"
"NEPSE","2020-12-03","2090.79","2118.41","2040.99","2055.45","0.00","8026023798"
"NEPSE","2020-12-02","2016.82","2077.7","2016.82","2071.02","0.00","7463482972"
"NEPSE","2020-12-01","2009.46","2022.25","1966.18","2000.4","0.00","7404154007"
"NEPSE","2020-11-30","2000","2028.45","1971.24","1997.05","0.00","8867714682"
"NEPSE","2020-11-29","1912.11","1971.42","1912.11","1968.27","0.00","9227348348"
"NEPSE","2020-11-26","1894.78","1926.91","1879","1893.24","0.00","7613030091"
"NEPSE","2020-11-25","1820.87","1874.81","1820.87","1874.81","0.00","5131886488"
"NEPSE","2020-11-24","1790.19","1813.86","1786.71","1810.11","0.00","5442950189"
"NEPSE","2020-11-23","1789.35","1792.41","1772.11","1780.43","0.00","4762704611"
"NEPSE","2020-11-22","1791.21","1811.63","1761.75","1782.81","0.00","6878787665"
"NEPSE","2020-11-19","1750.42","1779.21","1750.42","1778.12","0.00","6116730071"
"NEPSE","2020-11-18","1714.86","1741.81","1708.87","1741.81","0.00","4791041649"
"NEPSE","2020-11-12","1713.71","1722.32","1702.7","1718.49","0.00","4256475891"
"NEPSE","2020-11-11","1681.82","1707.67","1681.82","1707.67","0.00","4099604742"
"NEPSE","2020-11-10","1660.37","1678.79","1659.18","1678.79","0.00","4096190256"
"NEPSE","2020-11-09","1648.75","1661.32","1648.75","1652.8","0.00","3699879726"
"NEPSE","2020-11-08","1643.29","1648.58","1637.8","1648.58","0.00","3526777261"
"NEPSE","2020-11-05","1644.94","1645.08","1634.38","1636.17","0.00","2842469177"
"NEPSE","2020-11-04","1645.53","1645.7","1638.69","1640.64","0.00","1757423745"
"NEPSE","2020-11-03","1636.2","1644.61","1635.15","1643.03","0.00","2237964572"
"NEPSE","2020-11-02","1644.01","1646.9","1635.64","1637.63","0.00","2453954688"
"NEPSE","2020-11-01","1654.15","1654.15","1634.63","1640.95","0.00","2930939007"
"NEPSE","2020-10-29","1661.64","1663.41","1640.48","1645.67","0.00","3037694845"
"NEPSE","2020-10-28","1612.5","1647.45","1612.37","1647.45","0.00","2725994069"
"NEPSE","2020-10-22","1609.11","1609.52","1596.22","1606.25","0.00","1994543919"
"NEPSE","2020-10-21","1591.04","1597.71","1588.78","1597.71","0.00","1633246148"
"NEPSE","2020-10-20","1576.62","1583.6","1573.06","1583.6","0.00","1271829990"
"NEPSE","2020-10-19","1556.85","1570.38","1555.46","1570.38","0.00","954656107"
"NEPSE","2020-10-18","1565.9","1567.89","1554.14","1556.8","0.00","1252748181"
"NEPSE","2020-10-15","1564.69","1579.55","1560.69","1562.46","0.00","1425890738"
"NEPSE","2020-10-14","1572.35","1573.08","1560.45","1561.17","0.00","1496387992"
"NEPSE","2020-10-13","1583.29","1584.28","1567.23","1568.59","0.00","1819638977"
"NEPSE","2020-10-12","1580.14","1580.8","1566.7","1578.01","0.00","1949060194"
"NEPSE","2020-10-11","1594.01","1594.36","1574.62","1576.27","0.00","2395432599"
"NEPSE","2020-10-08","1607.52","1614.04","1586.96","1589.63","0.00","2862712521"
"NEPSE","2020-10-07","1593.04","1602.14","1587.59","1600.97","0.00","3358506296"
"NEPSE","2020-10-06","1588.01","1588.01","1581.75","1586.29","0.00","2510585332"
"NEPSE","2020-10-05","1587.31","1594.89","1580.65","1582.12","0.00","2578607088"
"NEPSE","2020-10-04","1577.77","1588.05","1577.77","1585.75","0.00","3178853719"
"NEPSE","2020-10-01","1553.95","1572.94","1553.95","1571.04","0.00","2807708137"
"NEPSE","2020-09-30","1561.58","1563.4","1542.57","1550.43","0.00","1953636694"
"NEPSE","2020-09-29","1564.92","1564.92","1552.77","1553.62","0.00","1829872968"
"NEPSE","2020-09-28","1566.44","1569.31","1557.42","1560.83","0.00","1690154525"
"NEPSE","2020-09-27","1569.06","1575.43","1562.11","1565.55","0.00","3138243371"
"NEPSE","2020-09-24","1565.31","1565.31","1554.38","1561.27","0.00","2233489024"
"NEPSE","2020-09-23","1543.37","1555.52","1535.03","1555.52","0.00","1727821707"
